assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_calibrating,price_change_hourly_rate,price_change_locked_until,price_change_percent,price_change_projections,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,2000-01-26,2,95,True,True,,,3,0.76,15,232351,3,,0,0,0,0,93.7,29,3,19,4.83,1,,0,2,4.8,4.8,0,0.35,0.09,0.37,0.1,0.02,5.89,1.5,0.01,Ryan,4.8,29,10,2,0.51,0,False,17.1,73,18,282,False,70.6,91,39,,354,,,40,610,174,p232351,0,0,,0,,232351.jpg,6.0,30,13,False,147,,64.8,"[{'offset': 0, 'projected_percent': '65.7', 'likelihood': 3}, {'offset': 1, 'projected_percent': '67.7', 'likelihood': 3}, {'offset': 2, 'projected_percent': '69.7', 'likelihood': 3}]",12,0,241,False,0,0.0,,[],Giles,2.9,107,41,False,,4,1.02,a,4,11,88,2024-06-27,6.0,250,87,24,262380,5563,52923,632,1.2,6.0,Giles,0
0,2001-06-03,0,0,False,True,0,0,0,0,0,449428,,,0,0,0,0,0.0,412,153,0,0,,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Matty,0.0,438,155,0,0,0,False,0.0,423,153,283,False,0.0,418,153,,0,Has joined Newport County on loan until January,2026-08-02T09:00:11.038361Z,40,618,177,p449428,0,0,,0,,449428.jpg,0.0,438,155,False,0,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Jacob,0.0,616,209,False,,0,0,u,0,11,88,2019-07-01,0.0,352,134,0,114,0,660,3,0.0,0.0,Jacob,0
0,,0,0,True,True,,,0,0,0,661800,,,0,0,0,0,0.0,441,177,0,0,,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Cathal,0.0,467,179,0,0,0,False,0.0,452,177,284,False,0.0,447,177,,0,,,40,656,210,p661800,0,0,,0,,661800.jpg,0.0,467,179,False,3,,0.4,"[{'offset': 0, 'projected_percent': '0.5', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.5', 'likelihood': 1}]",0,0,,False,0,0,,[],McCarthy,0.1,425,154,False,,0,0,a,0,11,88,,0.0,384,161,0,4608,74,4188,36,0.0,0.0,McCarthy,0
0,1995-04-27,0,3,True,True,100,100,0,0.0,2,160817,,,0,0,0,0,0.0,397,146,2,6.92,,,0,2,0.2,0.2,0,0.00,0.0,0.00,0.0,0.00,0.96,3.32,0.0,Paddy,0.2,368,130,0,0.0,0,False,0.4,368,133,285,False,4.2,344,131,,26,,2026-09-09T13:30:08.327907Z,40,597,164,p160817,0,0,,0,,160817.jpg,1.0,287,100,False,0,,-30.3,"[{'offset': 0, 'projected_percent': '-30.3', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-30.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-30.3', 'likelihood': -2}]",1,0,242,False,0,0.0,,[],McNair,0.1,396,148,False,,0,0.0,a,0,11,88,2026-01-28,0.0,337,127,1,2988,35,4331,22,0.0,0.2,McNair,0
1,2002-06-01,2,89,True,True,,,3,0.87,14,540324,2,,0,0,1,-1,38.4,133,84,33,9.52,2,,1,3,5.4,5.4,0,0.12,0.03,0.49,0.14,0.37,5.13,1.48,0.11,Mohamed,5.4,20,11,1,0.29,2,False,22.2,41,30,286,False,124.8,14,9,,312,,,51,239,150,p540324,0,0,,0,,540324.jpg,6.8,20,9,False,210,,18.7,"[{'offset': 0, 'projected_percent': '20.0', 'likelihood': 2}, {'offset': 1, 'projected_percent': '22.8', 'likelihood': 2}, {'offset': 2, 'projected_percent': '25.7', 'likelihood': 2}]",9,0,3,False,0,0.0,,[],Belloumi,4.4,78,27,False,,4,1.15,a,10,11,88,2024-08-30,59.0,59,39,27,436359,6423,61135,1097,1.1,5.3,Belloumi,0
0,1999-09-27,0,26,False,True,0,0,0,0.0,2,232905,,,0,0,0,0,1.1,334,168,4,7.2,,,0,3,0.0,0.0,0,0.00,0.0,0.58,1.04,0.58,0.87,1.57,1.04,Liam,1.2,237,109,0,0.0,1,False,5.2,256,113,287,False,36.0,201,83,,50,Has joined Birmingham on loan for the rest of the season,2026-09-02T15:36:41.038103Z,50,275,169,p232905,0,0,,0,,232905.jpg,3.0,143,60,False,-2,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",1,0,39,False,0,0.0,,[],Millar,0.0,531,215,False,,0,0.0,u,1,11,88,2024-08-09,15.0,186,95,6,3178,0,7243,23,0.2,1.2,Millar,1
0,1997-10-10,0,0,True,True,,,0,0,0,171270,,,0,0,0,0,0.0,463,193,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kieran,0.0,486,197,0,0,0,False,0.0,471,188,288,False,0.0,466,186,,0,,,45,445,258,p171270,0,0,,0,,171270.jpg,0.0,486,197,False,2,,-67.1,"[{'offset': 0, 'projected_percent': '-66.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-65.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-64.8', 'likelihood': -3}]",0,0,241,False,0,0,,[],Dowell,0.3,286,96,False,,0,0,a,0,11,88,2026-01-23,0.0,412,165,0,11837,80,19725,142,0.0,0.0,Dowell,0
0,1994-01-20,0,11,True,True,100,100,1,0.57,9,101282,,,-1,1,-1,1,2.8,302,155,19,10.82,,,0,3,0.6,0.6,0,0.00,0.0,0.00,0.0,0.00,2.38,1.36,0.0,Matt,0.6,285,132,2,1.14,0,False,3.2,294,131,289,False,30.0,224,88,,158,,2026-08-29T15:00:08.569326Z,44,550,290,p101282,0,0,,0,,101282.jpg,1.5,254,113,False,16,,0.1,"[{'offset': 0, 'projected_percent': '0.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.6', 'likelihood': 1}]",4,0,241,False,0,0.0,,[],Crooks,0.5,254,84,False,,2,1.14,a,6,11,88,2025-01-10,0.0,386,158,3,19681,322,36717,488,0.1,0.7,Crooks,2
1,1999-09-11,0,58,True,True,,,3,0.75,8,243413,1,,0,0,0,0,61.3,65,51,30,7.5,,,0,3,2.6,2.6,0,0.56,0.14,0.64,0.16,0.08,5.96,1.49,0.02,Regan,2.6,109,47,2,0.5,0,False,13.7,117,59,290,False,58.0,129,42,,360,,,45,467,261,p243413,0,0,,0,,243413.jpg,3.2,126,51,False,-31,,75.9,"[{'offset': 0, 'projected_percent': '75.7', 'likelihood': 3}, {'offset': 1, 'projected_percent': '75.3', 'likelihood': 3}, {'offset': 2, 'projected_percent': '74.9', 'likelihood': 3}]",13,0,241,False,0,0.0,,[],Slater,5.5,72,25,False,,4,1.0,a,9,11,88,2022-01-27,17.0,170,88,13,484962,2029,244334,3335,0.6,2.9,Slater,1
0,2002-02-15,0,0,True,True,0,0,0,0,0,465525,,,0,0,0,0,0.0,481,196,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Eliot,0.0,502,200,0,0,0,False,0.0,487,191,291,False,0.0,482,189,,0,Knee injury - Unknown return date,2026-07-23T12:01:23.532635Z,45,485,263,p465525,0,0,,0,,465525.jpg,0.0,502,200,False,0,,-11.9,"[{'offset': 0, 'projected_percent': '-11.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-11.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-11.9', 'likelihood': -1}]",0,0,21,False,0,0,,[],Matazo,0.0,630,271,False,,0,0,i,0,11,88,2025-01-23,0.0,434,168,0,355,4,447,9,0.0,0.0,Matazo,0
0,1999-06-25,0,0,True,True,,,0,0,0,208481,,,0,0,-1,1,0.0,543,225,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Abdülkadir,0.0,559,227,0,0,0,False,0.0,550,221,292,False,0.0,546,220,,0,,,49,360,216,p208481,0,0,,0,,208481.jpg,0.0,559,227,False,0,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,219,False,0,0,,[],Ömür,0.0,576,238,False,,0,0,a,0,11,88,2024-02-01,0.0,505,199,0,1128,10,1493,12,0.0,0.0,Ömür,0
0,2003-07-21,0,0,False,True,0,0,0,0,0,490161,,,0,0,0,0,0.0,597,254,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Abu,0.0,600,253,0,0,0,False,0.0,595,251,293,False,0.0,590,249,,0,Has joined Portsmouth permanently,2026-08-12T14:08:23.542043Z,50,301,180,p490161,0,0,,0,,490161.jpg,0.0,600,253,False,0,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Kamara,0.0,650,287,False,,0,0,u,0,11,88,2024-08-30,0.0,572,239,0,0,0,362,0,0.0,0.0,Kamara,0
0,2004-04-20,0,0,True,True,100,100,0,0,0,553783,,,0,0,0,0,0.0,500,201,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Óscar,0.0,520,205,0,0,0,False,0.0,505,196,294,False,0.0,500,194,,0,,2026-08-04T18:30:11.016909Z,45,510,268,p553783,0,0,,0,,553783.jpg,0.0,520,205,False,-1,,-4.3,"[{'offset': 0, 'projected_percent': '-5.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-6.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-8.7', 'likelihood': -1}]",0,0,62,False,0,0,,[],Zambrano,0.1,427,162,False,,0,0,a,0,11,88,2026-07-21,0.0,456,173,0,3757,28,6357,28,0.0,0.0,Zambrano,0
2,1996-06-04,0,47,True,True,,,3,0.77,6,169432,,,0,0,0,0,56.5,76,5,15,3.85,,,0,4,2.4,2.4,0,0.11,0.03,0.98,0.25,0.87,5.77,1.48,0.22,Oli,2.4,128,12,2,0.51,0,False,19.4,58,10,295,False,44.2,171,14,,351,,,55,127,33,p169432,0,0,1,0,,169432.jpg,3.0,149,16,False,34,,29.4,"[{'offset': 0, 'projected_percent': '29.6', 'likelihood': 2}, {'offset': 1, 'projected_percent': '30.0', 'likelihood': 2}, {'offset': 2, 'projected_percent': '30.5', 'likelihood': 2}]",6,0,243,False,0,0.0,,[],McBurnie,2.0,128,20,False,,4,1.03,a,3,11,88,2025-08-06,94.0,24,9,12,182353,1367,137515,2168,0.4,2.2,McBurnie,2
0,1996-01-13,0,0,False,True,0,0,0,0,0,213292,,,0,0,0,0,0.0,577,246,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,David,0.0,584,246,0,0,0,False,0.0,578,243,296,False,0.0,573,241,,0,Has joined Omonoia FC permanently,2026-09-11T14:42:38.120231Z,50,262,164,p213292,0,0,,0,,213292.jpg,0.0,584,246,False,-2,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,157,False,0,0,,[],Akintola,0.0,551,227,False,,0,0,u,0,11,88,2025-08-15,0.0,549,228,0,2704,0,4649,36,0.0,0.0,Akintola,0
0,2004-02-18,0,0,True,True,0,0,0,0,0,470294,,,0,0,0,0,0.0,482,197,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Darko,0.0,503,201,0,0,0,False,0.0,488,192,297,False,0.0,483,190,,0,Thigh injury - Unknown return date,2026-08-04T18:30:11.027155Z,45,486,264,p470294,0,0,,0,,470294.jpg,0.0,503,201,False,0,,-92.0,"[{'offset': 0, 'projected_percent': '-92.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-92.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-92.0', 'likelihood': -3}]",0,0,241,False,0,0,,[],Gyabi,0.0,574,237,False,,0,0,i,0,11,88,2025-09-01,0.0,435,169,0,392,3,1483,15,0.0,0.0,Gyabi,0
0,2002-06-15,0,0,False,True,0,0,0,0,0,500957,,,0,0,0,0,0.0,489,52,0,0,,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Enis,0.0,509,53,0,0,0,False,0.0,494,49,298,False,0.0,489,46,,0,Has joined Konyaspor permanently,2026-08-17T13:50:27.145733Z,45,497,68,p500957,0,0,,0,,500957.jpg,0.0,509,53,False,-6,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,219,False,0,0,,[],Destan,0.2,340,54,False,,0,0,u,0,11,88,2025-08-01,0.0,445,45,0,0,0,21089,136,0.0,0.0,Destan,0
0,2003-08-04,0,0,False,True,0,0,0,0,0,534392,,,0,0,0,0,0.0,495,53,0,0,,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mason,0.0,515,54,0,0,0,False,0.0,500,50,299,False,0.0,495,47,,0,Has joined Sheffield Wednesday on loan for the rest of the season,2026-08-03T14:05:20.234842Z,45,504,69,p534392,0,0,,0,,534392.jpg,0.0,515,54,False,0,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Burstow,0.0,524,71,False,,0,0,u,0,11,88,2024-08-16,0.0,451,46,0,0,0,2883,33,0.0,0.0,Burstow,0
0,2002-05-04,0,0,True,True,100,100,0,0,0,462635,,,0,0,0,0,0.0,590,250,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,594,249,0,0,0,False,0.0,589,247,340,False,0.0,584,245,,0,,2026-08-17T21:30:07.799839Z,50,288,173,p462635,0,0,,0,,462635.jpg,0.0,594,249,False,0,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Gelhardt,0.0,599,252,False,,0,0,a,0,11,88,2026-08-15,0.0,563,233,0,623,13,916,9,0.0,0.0,Gelhardt,0
0,1995-09-18,0,3,True,True,75,75,0,0.0,0,169359,,,0,0,0,0,0.0,399,147,0,0.0,,,0,2,0.2,0.2,0,0.00,0.0,0.00,0.0,0.00,0.07,1.26,0.0,Matt,0.2,369,131,0,0.0,0,False,0.0,410,147,556,False,0.4,383,141,,5,Ankle injury - 75% chance of playing,2026-09-17T14:00:26.419938Z,40,599,165,p169359,0,0,,0,,169359.jpg,1.0,288,101,False,-52,,-53.5,"[{'offset': 0, 'projected_percent': '-54.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-56.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-59.1', 'likelihood': -3}]",1,0,241,False,0,0.0,,[],Targett,1.7,138,55,False,,0,0.0,d,0,11,88,2026-07-23,0.0,339,128,1,24733,9,78350,1074,0.0,0.2,Targett,0
0,1995-05-10,0,6,True,True,0,0,0,0.0,2,445028,,,0,0,0,0,13.4,227,122,3,6.0,,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,1.09,2.18,0.0,Hidemasa,0.2,393,183,0,0.0,0,False,2.4,312,142,563,False,11.0,293,123,,45,Calf injury - Expected back 11 Oct,2026-09-09T14:00:08.474217Z,50,284,171,p445028,0,0,,0,,445028.jpg,1.0,339,152,False,0,,-72.5,"[{'offset': 0, 'projected_percent': '-72.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-72.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-72.5', 'likelihood': -3}]",1,0,108,False,0,0.0,,[],Morita,0.0,580,241,False,,1,2.0,i,0,11,88,2026-07-24,0.0,560,232,1,704,1,1610,14,0.0,0.2,Morita,0
0,2002-11-08,6,113,True,True,,,3,0.75,2,473284,,,0,0,1,-1,0.0,531,53,0,0.0,,,2,1,5.6,5.6,0,0.00,0.0,0.00,0.0,0.00,5.96,1.49,0.0,Konstantinos,5.6,15,2,2,0.5,0,False,10.2,170,5,572,False,101.8,40,5,,360,,,46,426,22,p473284,0,0,,0,,473284.jpg,7.0,17,2,False,51,,81.1,"[{'offset': 0, 'projected_percent': '81.4', 'likelihood': 3}, {'offset': 1, 'projected_percent': '82.1', 'likelihood': 3}, {'offset': 2, 'projected_percent': '82.8', 'likelihood': 3}]",58,0,83,False,14,3.5,,[],Tzolakis,11.5,36,5,False,,4,1.0,a,0,11,88,2026-08-05,0.0,490,51,28,878519,7191,197390,1740,1.2,6.1,Tzolakis,0
0,2005-10-31,0,4,True,True,,,0,0.0,0,552946,,,0,0,-1,1,0.0,565,240,1,11.25,,,0,3,0.2,0.2,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Jens,0.2,389,179,0,0.0,0,False,0.0,568,236,574,False,0.0,563,234,,8,,,49,403,243,p552946,0,0,,0,,552946.jpg,1.0,330,144,False,0,,-47.4,"[{'offset': 0, 'projected_percent': '-47.4', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-47.4', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-47.4', 'likelihood': -3}]",1,0,161,False,0,0.0,,[],Hjertø-Dahl,0.1,487,192,False,,0,0.0,a,0,11,88,2026-08-07,0.0,528,214,1,1371,10,4151,31,0.0,0.2,Hjertø-Dahl,0
0,2002-06-22,0,17,True,True,,,2,0.72,3,608227,,,0,0,0,0,22.7,181,103,20,7.23,,,0,3,1.4,1.4,0,0.05,0.02,0.11,0.04,0.06,4.32,1.56,0.02,Elliot,1.4,216,97,1,0.36,0,False,3.8,285,126,576,False,8.4,310,138,,249,,,50,332,200,p608227,0,0,,0,,608227.jpg,1.8,244,110,False,-2,,-28.8,"[{'offset': 0, 'projected_percent': '-30.6', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-34.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-38.8', 'likelihood': -2}]",12,0,206,False,0,0.0,,[],Stroud,0.1,439,168,False,,4,1.45,a,5,11,88,2026-08-09,12.0,206,105,7,3542,20,4250,27,0.3,1.4,Stroud,1
0,2007-09-05,0,8,True,True,,,0,0.0,7,597462,,,0,0,0,0,0.7,345,129,8,6.73,,,0,2,0.8,0.8,0,0.01,0.01,0.01,0.01,0.00,1.92,1.61,0.0,Lucas,0.8,267,98,1,0.84,0,False,2.0,323,116,585,False,19.2,261,107,,107,,,40,649,203,p597462,0,0,,0,,597462.jpg,1.0,293,106,False,3,,-21.2,"[{'offset': 0, 'projected_percent': '-20.9', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-20.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-19.7', 'likelihood': -1}]",1,0,13,False,0,0.0,,[],Herrington,0.6,240,90,False,,0,0.0,a,1,11,88,2026-08-12,0.0,377,154,4,11943,144,17008,121,0.2,1.0,Herrington,0
0,2004-09-03,1,69,True,True,0,0,2,0.72,32,606930,,,0,0,1,-1,1.4,325,118,39,14.1,,,1,2,0.0,0.0,0,0.00,0.0,0.32,0.12,0.32,4.02,1.45,0.12,Nobel,5.0,27,9,1,0.36,1,False,16.4,83,21,586,False,108.2,33,14,,249,Concussion - Expected back 11 Oct,2026-09-12T18:00:09.334142Z,41,583,161,p606930,0,0,,0,,606930.jpg,6.2,28,12,False,-518,,-44.1,"[{'offset': 0, 'projected_percent': '-45.9', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-50.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-54.0', 'likelihood': -3}]",6,0,189,False,0,0.0,,[],Mendy,6.5,59,24,False,,4,1.45,i,7,11,88,2026-08-12,54.0,67,10,25,676434,142,334851,9868,1.2,6.1,Mendy,0
0,2003-08-05,0,13,True,True,,,1,0.71,5,469266,,,0,0,0,0,22.5,182,104,16,11.43,,,0,3,0.6,0.6,0,0.02,0.01,0.02,0.01,0.00,2.13,1.52,0.0,Lucas,0.6,299,137,0,0.0,0,False,4.9,264,115,589,False,26.2,234,96,,126,,,50,292,176,p469266,0,0,,0,,469266.jpg,1.5,262,116,False,2,,-57.5,"[{'offset': 0, 'projected_percent': '-51.3', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-37.5', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-23.7', 'likelihood': -2}]",7,0,73,False,0,0.0,,[],Gourna-Douath,0.0,556,231,False,,1,0.71,a,4,11,88,2026-08-15,0.0,565,235,3,677,8,1243,8,0.1,0.6,Gourna-Douath,1
0,2004-01-19,0,11,True,True,,,0,0.0,1,490884,,,0,0,0,0,18.8,200,112,2,4.0,,,0,3,0.8,0.8,0,0.16,0.32,0.68,1.36,0.52,0.82,1.64,1.04,Mohamed-Ali,0.8,271,123,1,2.0,0,False,6.8,224,102,617,False,10.6,294,124,,45,,,50,303,182,p490884,0,0,,0,,490884.jpg,1.0,341,153,False,0,,0.1,"[{'offset': 0, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",1,0,73,False,0,0.0,,[],Cho,0.0,591,247,False,,0,0.0,a,0,11,88,2026-08-27,38.0,104,56,3,1453,17,626,14,0.2,0.6,Cho,0
0,2004-11-08,0,0,True,True,0,0,0,0,0,626751,,,0,0,0,0,0.0,614,69,0,0,,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ilyas,0.0,617,70,0,0,0,False,0.0,612,67,632,False,0.0,607,64,,0,Back injury - Unknown return date,2026-09-09T10:00:08.919489Z,50,336,62,p626751,0,0,,0,,626751.jpg,0.0,617,70,False,0,,-33.4,"[{'offset': 0, 'projected_percent': '-33.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-33.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-33.4', 'likelihood': -2}]",0,0,80,False,0,0,,[],Ansah,0.0,539,73,False,,0,0,i,0,11,88,2026-09-01,0.0,591,63,0,5058,11,3134,54,0.0,0.0,Ansah,0
0,2007-02-17,0,3,True,True,,,0,0.0,0,631000,,,0,0,0,0,0.5,357,44,1,11.25,,,0,4,0.3,0.3,0,0.00,0.0,0.00,0.0,0.00,0.18,2.02,0.0,Robinio,0.3,363,44,0,0.0,0,False,0.0,613,68,637,False,0.0,608,65,,8,,,50,338,64,p631000,0,0,,0,,631000.jpg,1.0,349,38,False,19,,0.9,"[{'offset': 0, 'projected_percent': '1.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.3', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.5', 'likelihood': 1}]",1,0,73,False,0,0.0,,[],Vaz,0.1,426,63,False,,0,0.0,a,0,11,88,2026-09-01,0.0,593,65,1,10770,265,2910,89,0.1,0.2,Vaz,0
0,2004-01-12,0,3,True,True,,,0,0.0,1,496181,,,0,0,0,0,0.6,348,131,1,2.65,,,0,2,0.3,0.3,0,0.00,0.0,0.05,0.13,0.05,0.30,0.79,0.13,Brooke,0.3,361,126,0,0.0,0,False,1.2,345,125,638,False,2.2,362,135,,34,,,40,628,184,p496181,0,0,,0,,496181.jpg,0.5,401,141,False,-2,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '-0.8', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-1.9', 'likelihood': -1}]",4,0,241,False,0,0.0,,[],Norton-Cuffy,0.3,308,115,False,,0,0.0,a,0,11,88,2026-09-01,9.0,228,80,1,25753,137,7980,154,0.1,0.2,Norton-Cuffy,1
0,1999-01-25,0,11,True,True,,,0,0.0,0,243951,,,0,0,0,0,25.6,171,99,5,7.89,,,0,3,0.7,0.7,0,0.07,0.11,0.09,0.14,0.02,0.76,1.2,0.03,Sorba,0.7,281,130,1,1.58,0,False,3.8,286,127,642,False,8.8,308,136,,57,,,55,138,84,p243951,0,0,,0,,243951.jpg,1.0,373,174,False,1,,0.2,"[{'offset': 0, 'projected_percent': '0.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.2', 'likelihood': 1}]",5,0,244,False,0,0.0,,[],Thomas,0.0,555,230,False,,0,0.0,a,0,11,88,2026-09-01,4.0,290,142,2,2663,59,877,28,0.1,0.4,Thomas,0
0,2006-12-25,0,0,True,True,,,0,0,0,647839,,,0,0,0,0,0.0,615,265,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Christos,0.0,618,264,0,0,0,False,0.0,614,262,645,False,0.0,609,260,,0,,,50,339,203,p647839,0,0,,0,,647839.jpg,0.0,618,264,False,0,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,83,False,0,0,,[],Mouzakitis,0.0,620,265,False,,0,0,a,0,11,88,2026-09-01,0.0,594,252,0,700,8,227,1,0.0,0.0,Mouzakitis,0
0,1997-01-09,0,32,True,True,,,0,0.0,31,219924,,,0,0,0,0,13.7,221,76,35,8.75,,,0,2,1.6,1.6,0,0.15,0.04,0.15,0.04,0.00,6.74,1.68,0.0,Issa,1.6,175,64,10,2.5,0,False,10.8,160,60,259,False,90.2,61,24,,360,,,40,607,171,p219924,0,0,,0,,219924.jpg,2.0,200,76,False,-44,,-42.8,"[{'offset': 0, 'projected_percent': '-43.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-43.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-44.0', 'likelihood': -3}]",17,0,145,False,0,0.0,,[],Diop,13.2,31,11,False,,4,1.0,a,4,12,40,2026-07-22,4.0,277,99,8,129711,674,459101,6479,0.4,2.0,Diop,0
